,Unnamed: 0,pop_est,continent,name,iso_a3,gdp_md_est,Order,Country of president,President,Location continent,Location country,Location city,Date start,Date end,Subject,Participants,Source,Link,year
739,131,10839514,Europe,Portugal,PRT,297100,944,China,Hu Jintao,,Portugal,Porto,11.10.2004,11.10.2004,"Hu Jintao met with Portuguese Prime Minister Pedro Santana Lopes, while on a stopover en route to his four-nation tour of Latin America. 
. ","Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Wang Gang, Pedro Santana Lopes",,http://www.chinavitae.com//vip/index.php?mode=show&id=2865,2004
740,132,48958159,Europe,Spain,ESP,1690000,3,USA,W. BUSH,,Spain,Madrid,6.12.2001,13.6.2001,Met with King Juan Carlos I and President Aznar.,,,,2001
741,132,48958159,Europe,Spain,ESP,1690000,253,USA,OBAMA,,Spain,"Madrid, Torrejon Air Base, Rota",7.9.2016,7.10.2016,"Met with Spanish political leaders at Torrejon Air Base and visited Naval 
Station Rota.",,,,2016
742,132,48958159,Europe,Spain,ESP,1690000,535,Russia,Dmitry Medvedev,,Spain,,3.2.2009,,King of Spain Juan Carlos I and Queen Sofia held an official welcome ceremony for Dmitry and Svetlana Medvedev at the El Pardo Palace,,,http://en.kremlin.ru/events/president/trips/4574,2009
743,132,48958159,Europe,Spain,ESP,1690000,614,Russia,Putin,,Spain,,2.8.2006,,The first day of the President of Russia's state visit to Spain ended with a reception in the Royal Palace given by King of Spain Juan Carlos I and Queen Sophia in honour of Vladimir and Lyudmila Putin,,,http://en.kremlin.ru/events/president/trips/45579,2006
744,132,48958159,Europe,Spain,ESP,1690000,762,China,Xi Jinping,,Spain,Madrid,27.11.2018,28.11.2018,"Chinese president arrives in Spain for state visit, China-Spain relations facing new opportunities for development, Xi urges Spanish enterprises to make best use of CIIE platform, China-Spain relations facing new opportunities for development, Xi urges Spanish enterprises to make best use of CIIE platform, China, Spain agree to advance ties during Xi's visit","Xi Jinping, Liyuan Peng, Xi Jinping, Pedro Sanchez, Xi Jinping, Pedro Sanchez",http://www.xinhuanet.com/english/2018-11/29/c_137638125.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=29114,2018
745,132,48958159,Europe,Spain,ESP,1690000,779,China,Xi Jinping,,Spain,Gran Canaria,24.11.2016,24.11.2016,Xi Jinping Meets with Deputy Prime Minister Soraya Saenz de Santamaria of Spain,"Xi Jinping, Soraya Saenz de Santamaria",http://www.fmprc.gov.cn/mfa_eng/zxxx_662805/t1419605.shtml,http://www.chinavitae.com//vip/index.php?mode=show&id=25753,2016
747,132,48958159,Europe,Spain,ESP,1690000,938,China,Hu Jintao,,Spain,Gran Canaria,24.11.2004,24.11.2004,Hu Jintao met with Spanish Crown Prince Felipe de Borbon y Grecia.,"Hu Jintao, Prince Felipe de Borbon y Grecia",,http://www.chinavitae.com//vip/index.php?mode=show&id=2938,2004
749,133,5011102,Europe,Ireland,IRL,322000,77,USA,W. BUSH,,Ireland,Shannon,28.2.2006,28.2.2006,Met with U.S. Marines who were en route to Iraq.,,,,2006
750,133,5011102,Europe,Ireland,IRL,322000,178,USA,OBAMA,,Ireland,"Dublin, Farmleigh, Moneygall",23.5.2011,23.5.2011,"Met with President McAleese and Prime Minister Kenny. Visited ancestral 
home.",,,,2011
751,133,5011102,Europe,Ireland,IRL,322000,289,USA,TRUMP,,Ireland,"Shannon,
County Clare",6.5.2019,6.6.2019,"Met with Taoiseach Leo Varadkar. Spent one night at his International golf 
resort in Doonbeg.",,,,2019
752,133,5011102,Europe,Ireland,IRL,322000,291,USA,TRUMP,,Ireland,"Shannon,
County Clare",6.6.2019,6.7.2019,Spent one night at his International golf resort in Doonbeg.,,,,2019
755,136,4510327,Oceania,New Zealand,NZL,174800,810,China,Xi Jinping,,New Zealand,Wellington,19.11.2014,20.11.2014,"Chinese president arrives in New Zealand for state visit, President Xi, New Zealand's PM John Key hold talks in Wellington","Xi Jinping, Jerry Mateparae, John Key, Xi Jinping, John Key",http://news.xinhuanet.com/english/photo/2014-11/20/c_133803576.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=21210,2014
757,137,23232413,Oceania,Australia,AUS,1189000,47,USA,W. BUSH,,Australia,Canberra,22.10.2003,22.10.2003,Met with Prime Minister Howard and addressed Parliament.,,,,2003
759,137,23232413,Oceania,Australia,AUS,1189000,183,USA,OBAMA,,Australia,"Canberra, Darwin",16.11.2011,17.11.2011,"Met with Prime Minister Gillard. Announced a new military cooperation 
agreement.",,,,2011
761,137,23232413,Oceania,Australia,AUS,1189000,393,Russia,Putin,,Australia,,14.11.2014,,Interview to TASS News Agency,,,http://en.kremlin.ru/events/president/trips/47028,2014
762,137,23232413,Oceania,Australia,AUS,1189000,574,Russia,Putin,,Australia,,9.7.2007,,During his official visit to Australia Vladimir Putin met with Australian Prime Minister John Howard,,,http://en.kremlin.ru/events/president/trips/45730,2007
765,137,23232413,Oceania,Australia,AUS,1189000,857,China,Hu Jintao,,Australia,Canberra,24.4.2011,24.4.2011,Australian PM's visit to China will enhance trust and promote cooperation: Chinese Ambassador to Australia,"Hu Jintao, Wen Jiabao, Julia Gillard",http://news.xinhuanet.com/english2010/china/2011-04/24/c_13843438.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=10720,2011
767,137,23232413,Oceania,Australia,AUS,1189000,954,China,Hu Jintao,,Australia,Canberra,22.10.2003,24.10.2003,"Hu Jintao paid a courtesy call on Australian Governor-General Michael Jeffery., Hu Jintao met with Australian New South Wales Governor Marie Bashir and Premier Robert Carr., Hu Jintao met with Australian business leaders., Hu Jintao held talks with Australian Prime Minister John Winston Howard., Hu Jintao addressed the Federal Parliament of Australia.","Hu Jintao, Li Zhaoxing, Wang Gang, Michael Jeffery, Hu Jintao, Li Zhaoxing, Wang Gang, Marie Bashir, Robert Carr, Hu Jintao, Li Zhaoxing, Wang Gang, Hu Jintao, Li Zhaoxing, Wang Gang, John Winston Howard, Hu Jintao, Li Zhaoxing, Wang Gang",,http://www.chinavitae.com//vip/index.php?mode=show&id=1091,2003
768,138,22409381,Asia,Sri Lanka,LKA,236700,813,China,Xi Jinping,,Sri Lanka,Colombo,16.9.2014,16.9.2014,"Chinese, Sri Lankan presidents agree to deepen strategic cooperative partnership, Chinese, Sri Lankan presidents agree to deepen strategic cooperative partnership, Chinese president receives grand welcome in Sri Lanka","Xi Jinping, Mahinda Rajapaksa, Xi Jinping, Mahinda Rajapaksa, Xi Jinping, Mahinda Rajapaksa",http://news.xinhuanet.com/english/photo/2014-09/17/c_133648393_2.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=20672,2014
770,139,1379302771,Asia,China,CHN,21140000,14,USA,W. BUSH,,China,Beijing,21.2.2002,22.2.2002,Met with President Jiang and Premier Zhu.,,,,2002
771,139,1379302771,Asia,China,CHN,21140000,75,USA,W. BUSH,,China,Beijing,20.11.2005,21.11.2005,Met with President Hu and Prime Minister Wen.,,,,2005
772,139,1379302771,Asia,China,CHN,21140000,137,USA,W. BUSH,,China,Beijing,8.7.2008,8.11.2008,"Attended opening ceremonies of the Olympic Games. Dedicated a new U.S. 
Embassy. Met with President Hu and Russian Prime Minister Putin.",,,,2008
773,139,1379302771,Asia,China,CHN,21140000,162,USA,OBAMA,,China,"Shanghai, Beijing",15.11.2009,18.11.2009,"Met with President Hu, National Peopleâs Congress Chairman Wu, and Premier 
Wen. Visited the Great Wall.",,,,2009
776,139,1379302771,Asia,China,CHN,21140000,273,USA,TRUMP,,China,Beijing,11.8.2017,11.10.2017,Met with President Xi Jinping. State Dinner.,,,,2017
777,139,1379302771,Asia,China,CHN,21140000,315,Russia,Putin,,China,,25.4.2019,,Vladimir Putin arrived in China,,,http://en.kremlin.ru/events/president/trips/60403,2019
778,139,1379302771,Asia,China,CHN,21140000,334,Russia,Putin,,China,,6.8.2018,,Vladimir Putin arrived in China,,,http://en.kremlin.ru/events/president/trips/57722,2018
779,139,1379302771,Asia,China,CHN,21140000,345,Russia,Putin,,China,,9.3.2017,,Talks with President of China Xi Jinping,,,http://en.kremlin.ru/events/president/trips/55559,2017
781,139,1379302771,Asia,China,CHN,21140000,365,Russia,Putin,,China,,9.3.2016,,Vladimir Putin arrived in China,,,http://en.kremlin.ru/events/president/trips/52836,2016
782,139,1379302771,Asia,China,CHN,21140000,369,Russia,Putin,,China,,24.6.2016,,Vladimir Putin has arrived in China,,,http://en.kremlin.ru/events/president/trips/52277,2016
783,139,1379302771,Asia,China,CHN,21140000,382,Russia,Putin,,China,,9.2.2015,,Vladimir Putin arrived in Beijing,,,http://en.kremlin.ru/events/president/trips/50244,2015
784,139,1379302771,Asia,China,CHN,21140000,394,Russia,Putin,,China,,11.9.2014,,Vladimir Putin has arrived in Beijing,,,http://en.kremlin.ru/events/president/trips/46998,2014
785,139,1379302771,Asia,China,CHN,21140000,410,Russia,Putin,,China,,20.5.2014,,Russian-Chinese talks,,,http://en.kremlin.ru/events/president/trips/21062,2014
786,139,1379302771,Asia,China,CHN,21140000,442,Russia,Putin,,China,,6.5.2012,,Russia and China: New Horizons for Cooperation,,,http://en.kremlin.ru/events/president/trips/15572,2012
788,139,1379302771,Asia,China,CHN,21140000,482,Russia,Dmitry Medvedev,,China,,26.9.2010,,Interview to Renmin Ribao,,,http://en.kremlin.ru/events/president/trips/9071,2010
789,139,1379302771,Asia,China,CHN,21140000,608,Russia,Putin,,China,,14.6.2006,,The heads of state of the Shanghai Cooperation Organisation's member countries met with representatives of the organisation's Business Council,,,http://en.kremlin.ru/events/president/trips/48836,2006
790,139,1379302771,Asia,China,CHN,21140000,707,Russia,Putin,,China,,19.10.2001,,President Vladimir Putin met with Vietnamese Prime Minister Phan Van Khai,,,http://en.kremlin.ru/events/president/trips/45475,2001
791,139,1379302771,Asia,China,CHN,21140000,719,Russia,Putin,,China,,14.6.2001,,President Vladimir Putin had a meeting with Chinese President Jiang Zemin,,,http://en.kremlin.ru/events/president/trips/48858,2001
795,141,62137802,Europe,Italy,ITA,2221000,51,USA,W. BUSH,,Italy,Rome,6.4.2004,6.5.2004,Met with President Ciampi and Prime Minister Berlusconi.,,,,2004
796,141,62137802,Europe,Italy,ITA,2221000,63,USA,W. BUSH,,Italy,Rome,4.6.2005,4.8.2005,Met with President Ciampi and Prime Minister Berlusconi.,,,,2005
797,141,62137802,Europe,Italy,ITA,2221000,102,USA,W. BUSH,,Italy,Rome,6.8.2007,6.10.2007,Met with Prime Minister Prodi and President Napolitano.,,,,2007
798,141,62137802,Europe,Italy,ITA,2221000,130,USA,W. BUSH,,Italy,Rome,6.11.2008,13.6.2008,Met with President Napolitano and Prime Minister Berlusconi.,,,,2008
800,141,62137802,Europe,Italy,ITA,2221000,209,USA,OBAMA,,Italy,Rome,26.3.2014,28.3.2014,"Met with President Giorgio Napolitano and Prime Minister Matteo Renzi. 
Toured the Colosseum.",,,,2014
801,141,62137802,Europe,Italy,ITA,2221000,264,USA,TRUMP,,Italy,Rome,23.5.2017,24.5.2017,Met with Prime Minister Paolo Gentiloni.,,,,2017
803,141,62137802,Europe,Italy,ITA,2221000,309,Russia,Putin,,Italy,,7.4.2019,,Vladimir Putin arrived in Italy,,,http://en.kremlin.ru/events/president/trips/60927,2019
804,141,62137802,Europe,Italy,ITA,2221000,384,Russia,Putin,,Italy,,6.10.2015,,Opening of Russia Day at Expo 2015,,,http://en.kremlin.ru/events/president/trips/49691,2015
805,141,62137802,Europe,Italy,ITA,2221000,395,Russia,Putin,,Italy,,16.10.2014,,Vladimir Putin arrived in Milan to attend the ASEM Summit,,,http://en.kremlin.ru/events/president/trips/46828,2014
806,141,62137802,Europe,Italy,ITA,2221000,460,Russia,Dmitry Medvedev,,Italy,,6.1.2011,,Dmitry Medvedev arrived in Italy for a two-day visit,,,http://en.kremlin.ru/events/president/trips/11439,2011
807,141,62137802,Europe,Italy,ITA,2221000,464,Russia,Dmitry Medvedev,,Italy,,16.2.2011,,Greetings to Russian-Italian Student Forum in Rome,,,http://en.kremlin.ru/events/president/trips/10381,2011
808,141,62137802,Europe,Italy,ITA,2221000,486,Russia,Dmitry Medvedev,,Italy,,23.7.2010,,Russian-Italian talks,,,http://en.kremlin.ru/events/president/trips/8427,2010
809,141,62137802,Europe,Italy,ITA,2221000,510,Russia,Dmitry Medvedev,,Italy,,12.3.2009,,Russian-Italian interstate consultations took place,,,http://en.kremlin.ru/events/president/trips/6246,2009
811,141,62137802,Europe,Italy,ITA,2221000,536,Russia,Dmitry Medvedev,,Italy,,3.1.2009,,President of Italy Giorgio Napolitano handed over to Dmitry Medvedev the symbolic keys to the Russian Orthodox Church Metochion in Bari,,,http://en.kremlin.ru/events/president/trips/4573,2009
812,141,62137802,Europe,Italy,ITA,2221000,561,Russia,Putin,,Italy,,17.4.2008,,Vladimir Putin arrived in Italy,,,http://en.kremlin.ru/events/president/trips/45770,2008
813,141,62137802,Europe,Italy,ITA,2221000,587,Russia,Putin,,Italy,,13.3.2007,,During his working visit to Italy Vladimir Putin met with President of the Republic of Italy Giorgio Napolitano and Italian Prime Minister Romano Prodi,,,http://en.kremlin.ru/events/president/trips/45623,2007
816,141,62137802,Europe,Italy,ITA,2221000,670,Russia,Putin,,Italy,,29.8.2003,,President Vladimir Putin arrived in Italy,,,http://en.kremlin.ru/events/president/trips/45497,2003
818,141,62137802,Europe,Italy,ITA,2221000,716,Russia,Putin,,Italy,,16.7.2001,,President Vladimir Putin was interviewed by the Italian media,,,http://en.kremlin.ru/events/president/trips/48855,2001
819,141,62137802,Europe,Italy,ITA,2221000,758,China,Xi Jinping,,Italy,Rome,21.3.2019,21.3.2019,Chinese president arrives in Italy for state visit,Xi Jinping,http://www.xinhuanet.com/english/2019-03/22/c_137913866.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=29468,2019
820,141,62137802,Europe,Italy,ITA,2221000,783,China,Xi Jinping,,Italy,Sardinia,16.11.2016,16.11.2016,"President Xi calls for aligning development strategies of China, Italy","Xi Jinping, Matteo Renzi",http://news.xinhuanet.com/english/2016-11/17/c_135836785.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=25663,2016
821,141,62137802,Europe,Italy,ITA,2221000,874,China,Hu Jintao,,Italy,Rome,7.6.2009,7.6.2009,"Hu Jintao met with Italian Prime Minister Silvio Berlusconi., Hu Jintao met with Italian president Giorgio Napolitano.","Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Yang Jiechi, Zhang Ping, Silvio Berlusconi, Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Yang Jiechi, Zhang Ping, Giorgio Napolitano",http://news.xinhuanet.com/english/2009-07/06/content_11662515.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=7583,2009
822,142,5605948,Europe,Denmark,DNK,264800,68,USA,W. BUSH,,Denmark,"Kastrup, Fredensborg, Copenhagen",7.5.2005,7.6.2005,Met with Queen Margrethe II and Prime Minister Rasmussen.,,,,2005
823,142,5605948,Europe,Denmark,DNK,264800,159,USA,OBAMA,,Denmark,Copenhagen,10.2.2009,10.2.2009,"Addressed a session of the International Olympic Committee and met with 
Prime Minister Rasmussen.",,,,2009
825,142,5605948,Europe,Denmark,DNK,264800,497,Russia,Dmitry Medvedev,,Denmark,,26.4.2010,,"Interview to Steffen Kretz, Danish Broadcasting Corporationâs Senior International Editor and Anchor of TV News and Current Affairs Programme",,,http://en.kremlin.ru/events/president/trips/7573,2010
826,142,5605948,Europe,Denmark,DNK,264800,509,Russia,Dmitry Medvedev,,Denmark,,18.12.2009,,Dmitry Medvedev met with Prime Minister of Lebanon Saad Hariri,,,http://en.kremlin.ru/events/president/trips/6398,2009
827,142,5605948,Europe,Denmark,DNK,264800,846,China,Hu Jintao,,Denmark,Copenhagen,14.6.2012,16.6.2012,"President Hu arrives in Denmark for landmark visit, Chinese president, Danish PM witness signing of 11 cooperation documents, Chinese president's visit cements friendship, expands cooperation with Denmark: FM","Hu Jintao,  Margrethe II, Hu Jintao, Helle Thorning-Schmidt, Hu Jintao,  Margrethe II",http://news.xinhuanet.com/english/china/2012-06/17/c_123293575.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=14844,2012
828,143,64769452,Europe,United Kingdom,GBR,2788000,8,USA,W. BUSH,,United Kingdom,"London, Chequers, Halton, Brize Norton",18.7.2001,20.7.2001,Met with Prime Minister Blain and Queen Elizabeth II.,,,,2001
829,143,64769452,Europe,United Kingdom,GBR,2788000,30,USA,W. BUSH,,United Kingdom,"Belfast, Hillsborough (Northern Ireland)",4.7.2003,4.8.2003,"Met with Prime Minister Blair to discuss the reconstruction of Iraq. Also 
met with Irish Prime Minister Ahern and Northern Irish political leaders.",,,,2003
830,143,64769452,Europe,United Kingdom,GBR,2788000,48,USA,W. BUSH,,United Kingdom,"London, Sedgefield",18.11.2003,21.11.2003,State Visit.,,,,2003
832,143,64769452,Europe,United Kingdom,GBR,2788000,133,USA,W. BUSH,,United Kingdom,"London, Belfast",15.6.2008,16.6.2008,"Met with Queen Elizabeth II at Windsor Castle. Met with Prime Minister 
Blair and Quartet Representative Blair. In Belfast, met with First Minister 
Robertson and Deputy First Minister McGuinness.",,,,2008
834,143,64769452,Europe,United Kingdom,GBR,2788000,179,USA,OBAMA,,United Kingdom,London,23.5.2011,26.5.2011,"Met with Queen Elizabeth II, Prime Minister Cameron, and Labour Party 
leader Miliband.",,,,2011
837,143,64769452,Europe,United Kingdom,GBR,2788000,246,USA,OBAMA,,United Kingdom,London,21.4.2016,24.4.2016,Met with Queen Elizabeth II and Prime Minister David W. D. Cameron.,,,,2016
838,143,64769452,Europe,United Kingdom,GBR,2788000,280,USA,TRUMP,,United Kingdom,London,7.12.2018,13.7.2018,Met with Queen Elizabeth II and Prime Minister Theresa May.,,,,2018
839,143,64769452,Europe,United Kingdom,GBR,2788000,288,USA,TRUMP,,United Kingdom,"London,
Portsmouth",6.3.2019,6.5.2019,"State Visit.[34] Met with Queen Elizabeth II and Prime Minister Theresa May. 
Laid a wreath on the Tomb of the Unknown Warrior in Westminster Abbey. 
Attended the 75th anniversary of D-Day commemorative ceremonies.",,,,2019
841,143,64769452,Europe,United Kingdom,GBR,2788000,423,Russia,Putin,,United Kingdom,,16.6.2013,,Presentation of awards to Arctic Convoys veterans,,,http://en.kremlin.ru/events/president/trips/18362,2013
842,143,64769452,Europe,United Kingdom,GBR,2788000,435,Russia,Putin,,United Kingdom,,8.2.2012,,Meeting with Prime Minister of the United Kingdom David Cameron,,,http://en.kremlin.ru/events/president/trips/16132,2012
843,143,64769452,Europe,United Kingdom,GBR,2788000,533,Russia,Dmitry Medvedev,,United Kingdom,,4.1.2009,,Dmitry Medvedev had a meeting with Australian Prime Minister Kevin Rudd,,,http://en.kremlin.ru/events/president/trips/5156,2009
844,143,64769452,Europe,United Kingdom,GBR,2788000,578,Russia,Putin,,United Kingdom,,7.2.2007,,President Vladimir Putin has arrived on a working visit to the United States of America,,,http://en.kremlin.ru/events/president/trips/45692,2007
845,143,64769452,Europe,United Kingdom,GBR,2788000,621,Russia,Putin,,United Kingdom,,10.4.2005,,President Vladimir Putin and British Prime Minister Anthony Blair met with members of the British business community,,,http://en.kremlin.ru/events/president/trips/45567,2005
848,143,64769452,Europe,United Kingdom,GBR,2788000,673,Russia,Putin,,United Kingdom,,22.6.2003,,President Vladimir Putin gave an interview to the BBC,,,http://en.kremlin.ru/events/president/trips/48894,2003
849,143,64769452,Europe,United Kingdom,GBR,2788000,701,Russia,Putin,,United Kingdom,,21.12.2001,,President Vladimir Putin visited Tony Blair at his country residence,,,http://en.kremlin.ru/events/president/trips/45725,2001
850,143,64769452,Europe,United Kingdom,GBR,2788000,801,China,Xi Jinping,,United Kingdom,Manchester,19.10.2015,23.10.2015,"Xi arrives for UK visit, eyes ""golden time"" for bilateral ties, Xi Jinping and Peng Liyuan Attend Welcoming Banquet Hosted by Queen Elizabeth II of UK, Britain holds royal welcome for Chinese president on ""super"" state visit, Queen Elizabeth II hosts welcome ceremony for President Xi, Work Together to Promote Openness,Inclusiveness and Peaceful Development, China to build global comprehensive strategic partnership with Britain, Chinese, French firms sign agreement on British nuclear power project, Xi underscores socialist path, peaceful development, President Xi, Prince William tour China-Britain creative industry exhibition, No hard landing for Chinese economy despite downward pressure, China, Britain lift ties to ""global"" level, Xi Jinping Holds Group Meeting with UK Friends, Xi Jinping Attends the Opening Ceremony of Annual Conference of UK Confucius Institutes and Classrooms, Xi visits Mobile Satellite Company in London, Xi, Queen Elizabeth II laud China-Britain relations, Xi bids farewell to British Queen, Xi addressing an opening ceremony of an annual meeting of Confucius Institutes in Britain, Celebrating Chinese & British culture at Lancaster House, Chinese president wraps up British visit in Manchester","Xi Jinping,  Queen Elizabeth II, Xi Jinping",http://news.xinhuanet.com/english/2015-10/24/c_134744785.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=23345,2015
851,143,64769452,Europe,United Kingdom,GBR,2788000,878,China,Hu Jintao,,United Kingdom,London,4.1.2009,4.2.2009,"Hu Jintao met with French President Nicolas Sarkozy., Hu Jintao met with Russian President Dmitry Medvedev., Hu Jintao met with British Prime Minister Gordon Brown., Hu Jintao met with U.S. President Barack Obama., Hu Jintao met with Australian Prime Minister Kevin Rudd., Hu Jintao met with Japanese Prime Minister Taro Aso., Hu Jintao met with Brazilian President Luiz Inacio Lula da Silva. , Hu Jintao attended the Group of 20 summit.","Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Wang Qishan, Xie Xuren, Yang Jiechi, Zhou Xiaochuan, Nicolas Sarkozy, Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Wang Qishan, Xie Xuren, Yang Jiechi, Zhou Xiaochuan, Dmitry Medvedev, Chen Deming, Dai Bingguo, Hu Jintao, Ling Jihua, Wang Huning, Wang Qishan, Xie Xuren, Yang Jiechi, Zhou Xiaochuan, Gordon Brown, Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Wang Qishan, Xie Xuren, Yang Jiechi, Zhou Xiaochuan, Barack Obama, Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Wang Qishan, Xie Xuren, Yang Jiechi, Zhou Xiaochuan, Kevin Rudd, Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Wang Qishan, Xie Xuren, Yang Jiechi, Zhou Xiaochuan, Taro Aso, Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Wang Qishan, Xie Xuren, Yang Jiechi, Zhou Xiaochuan, Luiz Inacio da Silva Lula, Hu Jintao, Chen Deming, Dai Bingguo, Ling Jihua, Wang Huning, Wang Qishan, Xie Xuren, Yang Jiechi, Zhou Xiaochuan",http://news.xinhuanet.com/english/2009-04/03/content_11122973.htm,http://www.chinavitae.com//vip/index.php?mode=show&id=7373,2009
852,143,64769452,Europe,United Kingdom,GBR,2788000,924,China,Hu Jintao,,United Kingdom,London,11.8.2005,11.9.2005,"Hu Jintao met with Britain's Liberal Democrats party leader Charles Kennedy., Hu Jintao met with Britain's Conservative Party leader Michael Howard., Hu Jintao met with British Queen Elizabeth II and her husband Prince Philip., Hu Jintao held talks with British Prime Minister Tony Blair.","Hu Jintao, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Charles Kennedy, Hu Jintao, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Michael Howard, Hu Jintao, Li Zhaoxing, Ma Kai, Tang Jiaxuan,  Prince Philip,  Queen Elizabeth II, Hu Jintao, Bo Xilai, Li Zhaoxing, Ma Kai, Tang Jiaxuan, Tony Blair",,http://www.chinavitae.com//vip/index.php?mode=show&id=4311,2005
855,145,9961396,Asia,Azerbaijan,AZE,167900,328,Russia,Putin,,Azerbaijan,,27.9.2018,,Vladimir Putin arrived in Azerbaijan,,,http://en.kremlin.ru/events/president/trips/58651,2018
856,145,9961396,Asia,Azerbaijan,AZE,167900,366,Russia,Putin,,Azerbaijan,,8.8.2016,,"Vladimir Putin has arrived in Baku to take part in a meeting of the presidents of Azerbaijan, Iran and Russia",,,http://en.kremlin.ru/events/president/trips/52668,2016
857,145,9961396,Asia,Azerbaijan,AZE,167900,383,Russia,Putin,,Azerbaijan,,6.12.2015,,Opening ceremony of the First European Games,,,http://en.kremlin.ru/events/president/trips/49703,2015
858,145,9961396,Asia,Azerbaijan,AZE,167900,419,Russia,Putin,,Azerbaijan,,13.8.2013,,Working visit to Azerbaijan,,,http://en.kremlin.ru/events/president/trips/19032,2013
859,145,9961396,Asia,Azerbaijan,AZE,167900,473,Russia,Dmitry Medvedev,,Azerbaijan,,18.11.2010,,Meeting with President of Azerbaijan Ilham Aliyev,,,http://en.kremlin.ru/events/president/trips/9553,2010
860,145,9961396,Asia,Azerbaijan,AZE,167900,484,Russia,Dmitry Medvedev,,Azerbaijan,,9.2.2010,,Dmitry Medvedev arrived in Baku on an official visit,,,http://en.kremlin.ru/events/president/trips/8823,2010
861,145,9961396,Asia,Azerbaijan,AZE,167900,526,Russia,Dmitry Medvedev,,Azerbaijan,,29.6.2009,,Dmitry Medvedev held talks with President of Azerbaijan Ilham Aliyev,,,http://en.kremlin.ru/events/president/trips/4899,2009
862,145,9961396,Asia,Azerbaijan,AZE,167900,556,Russia,Dmitry Medvedev,,Azerbaijan,,7.3.2008,,Dmitry Medvedev held talks with President of Azerbaijan Ilham Aliyev during an official visit to Azerbaijan,,,http://en.kremlin.ru/events/president/trips/4555,2008
863,145,9961396,Asia,Azerbaijan,AZE,167900,613,Russia,Putin,,Azerbaijan,,21.2.2006,,Vladimir Putin is on a working visit to Azerbaijan,,,http://en.kremlin.ru/events/president/trips/45581,2006
864,145,9961396,Asia,Azerbaijan,AZE,167900,727,Russia,Putin,,Azerbaijan,,1.9.2001,,President Vladimir Putin arrived in Azerbaijan for his first official visit,,,http://en.kremlin.ru/events/president/trips/45674,2001
865,146,4926330,Asia,Georgia,GEO,37270,67,USA,W. BUSH,,Georgia,Tbilisi,5.9.2005,5.10.2005,Met with President Saakashvili.,,,,2005
866,147,104256076,Asia,Philippines,PHL,801900,43,USA,W. BUSH,,Philippines,Manila,18.10.2003,19.10.2003,"Addressed a joint session of the Philippine Congress and met with President 
Arroyo-Macapagal.",,,,2003
867,147,104256076,Asia,Philippines,PHL,801900,216,USA,OBAMA,,Philippines,"Manila, Taguig",28.4.2014,29.4.2014,"Met with President Benigno S. Aquino 3rd. Attended a wreath-laying ceremony 
at the American Manila Cemetery.",,,,2014
871,147,104256076,Asia,Philippines,PHL,801900,935,China,Hu Jintao,,Philippines,Manila,27.4.2005,27.4.2005,"Hu Jintao met with Haruhiko Kuroda,  President of the Asian Development Bank (ADB). , Hu Jintao held talks with Philippine President Gloria Macapagal Arroyo.","Hu Jintao, Bo Xilai, Jin Renqing, Li Zhaoxing, Wang Gang, Haruhiko Kuroda, Hu Jintao, Bo Xilai, Jin Renqing, Li Zhaoxing, Wang Gang, Gloria Macapagal Arroyo",,http://www.chinavitae.com//vip/index.php?mode=show&id=3508,2005
872,148,31381992,Asia,Malaysia,MYS,863000,215,USA,OBAMA,,Malaysia,Kuala Lumpur,26.4.2014,28.4.2014,"Met with Prime Minister Najib Razak, toured the National Mosque and the 
Malaysian Global Innovation and Creativity Center.",,,,2014
875,148,31381992,Asia,Malaysia,MYS,863000,667,Russia,Putin,,Malaysia,,16.10.2003,,Vladimir Putin arrived in Malaysia to attend the Organization of the Islamic Conference Summit,,,http://en.kremlin.ru/events/president/trips/45501,2003
876,148,31381992,Asia,Malaysia,MYS,863000,672,Russia,Putin,,Malaysia,,8.5.2003,,President Vladimir Putin met with King Tuanku Syed Sirajuddin of Malaysia,,,http://en.kremlin.ru/events/president/trips/45495,2003
